text,language,label
【#金银潭医院的元宵节#：护士喂患者吃元宵】8日上午，武汉市金银潭医院张定宇院长、王先广书记等带着鲜花、慰问信、热元宵同支援队员、医疗队员、患者等共度元宵佳节。喂患者吃元宵、向支援队员送祝福、共同许心愿…抗疫一线的金银潭医院，也因为元宵节而热闹了起来。（程远州、李洁） ​​​​,chinese,True
【#约100名美国空乘人员新冠病毒阳性#】美国专业空乘协会表示，已经大约有100名美国空乘人员新冠病毒检测呈阳性。密歇根州主要医疗提供者之一的“亨利·福特卫生系统”报告称，已有超过700名工作人员新冠病毒检测呈阳性。美国海军发言人表示，被派往纽约的海军医疗船“安慰号”上已经有1名船员被检测出新冠病毒呈阳性。（郑琪）,chinese,True
咱们雷神山牛，防疫有效果，也别为美国瞎操心了。美国的10艘医疗军舰已经开进纽约港，每艘船上有1000张病床，上面拥有所以的医疗抢救设施，每艘船相当于一个雷神山。明显美国对远程战争早有准备，没想到第三次世界大战就这样开始了，是人类对病毒的战争。#全国确诊新型肺炎病例##疫情##依旧言殇# ​​​​,chinese,False
【#张文宏担心病毒在全世界蔓延#】过去一周，全球新增50万新冠肺炎病例。上海医疗救治专家组组长张文宏日前接受采访表示，全球病例数猛增警告我们，全世界要团结起来，帮助医疗资源不充足的国家一起抗疫。#全球疫情取决于控制得最差的国家#，不取决于哪个国家控制最好、最早。“只要世界上还有一个国家没有控制好”，这个病毒“就会向全世界蔓延”。这场疫情很可能后面是一波又一波，会是一场持久战。LCGTNWorldInsight的秒拍视频,chinese,True
【#钟南山呼吁新冠救治要更重视心理健康#】今天，中国工程院院士钟南山表示，目前对国内新冠患者的心理疏导工作还有待加强。谈到下一阶段个人健康防护措施时，#钟南山称上半年40种法定传染病发病率全部降低#，这表明，保持社交距离、佩戴口罩、勤洗手，做到这三点能有效降低病毒感染率。L看看新闻KNEWS的秒拍视频,chinese,True
【#美国新冠病毒感染病例超176万#】据美国约翰斯·霍普金斯大学发布的全球新冠肺炎数据实时统计系统，截至美国东部时间5月30日晚6时，全美共报告新冠肺炎确诊1765723例，死亡103674例。过去24小时，#美国新增确诊22488例#，新增死亡988例。（人民日报记者张梦旭） ​​​​,chinese,True
【#英国小哥探访中国口罩生产过程#】#口罩是如何生产出来的#？英国小哥@司徒建国Stu 走进两家中国口罩生产线，揭秘口罩生产最核心的熔喷布，也亲眼见证了工人们的辛勤工作。见证中国效率↓↓向中国工人致敬！L司徒建国秀的秒拍视频 ​​​​,chinese,True
硬核普京放狮子老虎让人呆在家里隔离是什么操作 ​​​​,chinese,False
"【#铁岭公布新增病例行动轨迹#】7月25日，铁岭市新增1例新冠肺炎确诊病例，#铁岭病例为大连确诊密接#，现已在定点医院隔离治疗。王某某,女,55岁，常住大连市，工作单位为大连某食品有限公司（该公司从事进口及国产水产品加工、冷藏等业务），与该公司1名确诊病例在同一车间工作。7月21日7时50分，该患者从大连北站乘坐G707次高铁（座位号5车厢3F）返铁探亲，10时10分到达铁岭西站，患者自述乘车期间全程佩戴口罩。下车后由其弟开私家车将其接至铁岭县蔡牛镇榆树村家中。16时患者到村内正仁超市购物。7月22日8时，患者陪同其母亲到蔡牛镇蔡牛村名仕理发店理发。8时30分离开理发店，乘坐其弟私家车至铁岭市凡河新区金鼎观澜小区其妹家中。7月23日作为大连确诊病例的密切接触者被送至铁岭市集中医学隔离观察点进行隔离观察。7月24日入铁岭县中心医院发热门诊就诊，经市疾控中心核酸检测结果为阳性。7月25日经省专家组复核为确诊病例（普通型）。目前对排查到的该患者的密切接触者全部实施了集中隔离医学观察。",chinese,True
【#福建确诊全部清零#！】 3月7日，随着莆田、漳州两市11名新冠肺炎住院患者治愈，福建省九个设区市实现住院患者清“0”，平潭综合实验区保持“0确诊”。截至3月6日24时，全省已连续9天无新增确诊病例、无新增疑似病例、无疑似病例。我省累计确诊病例296例，治愈295例，治愈率99.66%。目前，福建省无新冠肺炎确诊病例、无疑似病例、无住院病例。（人民日报记者刘晓宇）,chinese,True
昨天意大利死亡人数达到了793，等于每个小时死去33个人，军车运棺材去墓地。。。#意大利加油# 看来每一百年都有一次大瘟疫。。。。。。俄罗斯放出了500个狮子在街上，用以警戒人民不要出门。#这一集没看过系列# #全球人民抗击疫情#  。。。一位95岁的奶奶在意大利被救回来了，总算有了点希望。最后一图猜猜在哪里！,chinese,False
【#钻石公主号邮轮感染人数增为174人#】据日本厚生劳动省12日消息，停靠日本横滨港外的“钻石公主”号邮轮上新增39例确诊有新型冠状病毒肺炎病例，其中包括一名检疫人员。加上之前船上已确诊感染的135人，“钻石公主”号邮轮相关的新冠肺炎感染人数为174人。#钻石公主号邮轮新确诊39例# ​​​​,chinese,True
【平凡又不凡！#致敬每个为战疫付出的普通人#】凌晨4点就到岗的环卫工人，连续数日没休息的快递小哥，为整楼居民采购日用品的社区工作人员，参与雷神山医院建设的志愿者...他们说，每个人都有自己的阵地，每个人都做好自己该做的事。感谢所有为抗疫付出的他们，#谢谢每个平凡的中国人#！ ​​​​,chinese,True
头三张图来自网友投稿，河南郑州地铁内公益广告在致敬抗疫英雄，全部为男性照片，无一女性面孔@郑州地铁 抗疫期间，全国出征的女性医护占比90%。没有搜到河南的完整数据，但是已知河南第二批赴鄂支援女性占比2/3。你随手搜一下“河南援鄂医疗队”，无论是部队还是医院，无论是出征、送行、开会、迎接、表彰还是上央视/省台采访的现场图和视频，几乎全是女性。剩下的图片全是网上搜来的，你自己看看，几乎没几个男人。她们为你们拼过命，她们为你们上过战场，她们在保家卫国，最后换得你们抹杀功绩的对待吗？@河南日报 @郑州地铁 这明明是个杨家女将的故事，她们却始终不能拥有没有姓名，是吗？ ————————————————大家来找人，考考你眼力~来看看@郑州地铁 官微自己放的全部致敬图里，女性在哪儿☞O暴烈甜心小鳄鱼毛毛,chinese,False
【#哈萨克斯坦出现不明原因肺炎#，致死率远高于新冠】7月9日，#中国驻哈大使馆提醒防范不明肺炎#。大使馆发布的提醒称，6月中旬以来哈萨克斯坦阿特劳州、阿克纠宾州和奇姆肯特市肺炎发病率较同期显著升高。截至目前，三地已有近5百人感染、30余人病危。今年上半年，肺炎共导致1772人死亡，仅6月就有628人死亡，其中也包括中国公民。该病致死率远高于新冠肺炎。哈卫生部等机构正对该肺炎病毒进行对比研究，尚未予以明确定性。中国驻哈使馆提醒在哈中国公民注意上述情况，切实提高防范意识，降低感染风险。O提醒在哈中国公民注意防范不明肺炎,chinese,True
【别再有下一个了...河南#39岁民警抗疫一线牺牲#】2月11日，在抗疫一线连续奋战17天的郑州公安局东风路分局社区民警樊树锋，因过度劳累导致颅内大面积出血，被送往医院抢救。2月19日，因抢救无效离开人世，年仅39岁。按照他的生前遗愿：器官无偿捐献医院，去帮助更多急需的人。L新京报我们视频的秒拍视频 ​​​​,chinese,True
美军飞机“错误地”把中国援助日本物资偷运到美国：日本日前在调运中国捐赠的2000个检测试剂盒期间，用的是驻日美军的运输机。结果到达目的地之后，才发现这批检测试剂盒已经被运到美国本土美国共和党议员竟然声称“检测试剂盒已经用完了，现在讨论这个问题毫无意义”#美国国会大厦参众两院大楼关闭#,chinese,False
【今晚8点，#为鄂下单#第四场：#同饮长江水助鄂来依轮#！】@人民日报 系列公益带货直播第四场，@潘长江 @林依轮 携手北京协和医院首批援鄂医生，带来最具特色的湖北夜市小吃。热干面、排骨莲藕汤、花甲粉…已经统统安排上了。你想买点儿啥？今晚一起下单！ ​​​​,chinese,True
【#北大国际医院一护士确诊#】昌平区副区长吴彬：6月18日，北京大学国际医院报告1例新冠肺炎确诊病例，为6月14日海淀区一确诊病例的密切接触者，此病例为该院急诊科护士，在确定为密切接触者之前处于工作状态。昌平区接到报告后，迅速对#北京大学国际医院进行全面封闭管理#，分区管控。 L人民日报的微博视频,chinese,True
紧急通知：车牌号为浙BL0535，这个车刚从浙江出来，正在前往北京方向，车上所有人已经确诊了病情偷跑出来，大家看到了及时报警，为了大家的健康，都转发，人人看到都要转发。@北京12345 @平安北京 ​​​​,chinese,False
【#美国新冠病毒感染病例超164万例#】据美国约翰斯·霍普金斯大学疫情实时监测系统显示，截至美东时间5月24日下午5时32分，美国已有新冠病毒感染病例1640630例，其中包括死亡病例97679例。与该系统大约24小时前的数据相比，美国新增感染病例22159例，新增死亡病例804例。（郑琪） ​​​​,chinese,True
【#伊朗首现新冠肺炎死亡病例#】据伊朗《德黑兰时报》报道，伊朗卫生部今天证实，伊朗境内出现两例新型冠状病毒肺炎确诊病例，两名患者均来自什叶派圣城库姆。随后，伊朗卫生部发言人贾汉普尔在其推特上证实，因年龄和免疫能力等原因，两名患者已死亡。（景玥） ​​​​,chinese,True
俄罗斯政府在街上放了800只狮子和老虎来防止民众外出🐯🦁️战斗民族抗肺炎就是这么朴实无华 ​​​​,chinese,False
已经报警 涉事微商被处以15日治安拘留 #新型冠状病毒#   L马文先生的微博视频 （@顺丰集团 发微博 说明：倒卖口罩的微商利用顺丰的快递站点 作为拍摄视频道具 视频中称截获境外发至中国的口罩快递 并兜售  在场顺丰员工当面未阻止 @顺丰官方客服  看见微博视频后报警）我建议顺丰教育好员工 别自己TM干着银行的活 给造假钞的站台¡查看图片,chinese,False
#北京抗疫##北京战役#钟南山院士已空降北京！为了每一位中国人的健康，四处奔波， 再次出“山”！！L馋小爷的微博视频 ​​​​,chinese,False
孤身驰援武汉的南京民营护士贾晓月有个民营单位的护士，当初独自一人去援助武汉，援汉结束后也没有掌声和优待，就连返回的车票都是自己默默买的，仿佛一切都没发生过。（来源：陈兆鹏先生/微博/江淳编辑）她叫贾晓月，今年25岁，老家是连云港的，在南京一家民营医疗机构当护士。疫情刚开始时，她在网上看到消息，心情很沉重。她觉得，自己作为一名医护人员，虽然不是什么国家单位的，也没有什么编制，但是应该尽一份心。2月18日，她在网上看到了武汉招募志愿者的消息，立马报了名，简单收拾了一下，19日就前往武汉了。因为贾晓月是以个人名字来援助武汉的，没有享受到任何公派医疗人员的待遇，自己一个人坐车来，最后又一个人默默买张票回家。没有欢送，甚至连一句感谢都没有。4月2日，在武汉与病毒搏斗了一个多月的贾晓月，终于完成自己的“使命”，自己买了张车票，无声无息地离开了那座英雄城市。回到南京后，她自行隔离了14天，然后归于平静，仿佛什么也没发生过。在武汉的朋友说：“我们湖北人对不起贾晓月，她为我们做了这么多，可是我们什么也没做，都没来得及好好说一句谢谢和再见。”所有奋战在一线的医护人员都是我们心中的英雄，不管她是体制内的还是体制外的，应该都受到尊重和礼遇。我能做的微乎其微，只能将她的事迹发出来，让大家了解。愿所有一线的医护人员平安喜乐。O孤身驰援武汉的南京民营护士贾晓月#关注新冠肺炎##李佳琦道歉##李佳琦##贾晓月同行护士发声#,chinese,False
【今天，发条微博，致敬人民子弟兵！】从演训一线到守边固防，从战疫一线到抗洪前线，从国际维和到远洋护航…胜利，是人民军队坚定的承诺；冲锋，是人民军队永远的姿态。哪里有需要，哪里就有子弟兵冲锋的身影。越是艰险越向前！今天，#八一建军节#。节日快乐，谢谢你们的奉献与守护！ ​​​​,chinese,True
美国的10艘医疗军舰已经开进纽约港，每艘船上有1000张病床，上面拥有所有的医疗抢救设施，每艘船相当于一个雷神山医院。—— 没想到第三次世界大战就这样开始了，是人类对病毒的战争。 ​​​​,chinese,False
武汉因感染被隔离的宝宝，看到医生后求抱抱！中国加油💪武汉加油💪💪快快好起来！#李兰娟院士团队重大成果# 希望全天下的孩子没病痛都健健康康的[感谢][感谢][感谢] L军控团的微博视频 ​​​​,chinese,False
【送别！#93年南京民警防疫中殉职#】据@平安南京，3月7日，生于1993年10月的南京市公安局行政审批服务处网络政务科民警徐昊突发疾病，倒在抗“疫”一线。一路走好！L平安南京的微博视频 ​​​​,chinese,True
【#外交部回应加拿大防疫物资飞机空机返回#：相关报道不准确】据外媒报道，加拿大总理特鲁多21日表示，#加拿大两架运送医疗物资飞机空机返回#，引发外界关注。中国外交部发言人耿爽在22日的例行记者会上回应此事时表示，外媒相关报道不准确。耿爽表示，新冠肺炎疫情发生以来，中加双方相互支持，相互帮助，积极开展应对疫情合作。近期加方通过各种渠道自行在华采购医疗物资，并多次派包机赴上海运输。中方在物资采购，包机飞行许可等方面为加方提供了积极协助和便利，加方也多次表示感谢。耿爽称，至于加方包机空机返回的事情，经向有关部门了解，有关媒体报道并不准确。他表示，中方有关机场和空管部门均未对加方货运包机过站时间进行限制。O特鲁多称加拿大运防疫物资飞机被迫从上海空手...,chinese,True
【关注！#一图读懂航班奖励和熔断措施#】今日，民航局网站发布消息，将以入境航班落地后旅客核酸检测结果为依据，对航班实施熔断和奖励措施。#连续3周无阳性入境旅客可增加航班次数#，详情↓↓#民航局调整国际客运航班# ​​​​,chinese,True
【#2月战疫数据线#来了！3月继续努力】不获全胜，决不轻言成功！#向上吧小蓝线# ​​​​,chinese,True
【#人民微评#：在防控中享受诗与远方】#低风险地区电影院7月20日开放营业#，纾解了影院之困，满足了影迷诉求。而此前，国内跨省游已解禁，这让诗与远方变得不再遥远。无论来一场说走就走的旅游，还是重回饕餮视听盛宴的时光，都需悠着点。坚持戴口罩、保持适当距离等，防控措施不能少。,chinese,True
《石正丽凌晨发出警告：对疫情不必抱有太大乐观，蚊虫或成第三宿主》钟南山曾经表态全球疫情将会在4月底结束，而石正丽发出的警告再一次让结束新冠病毒变得遥遥无期。O网页链接 ​​​​,chinese,False
美国的10艘医疗军舰已经开进纽约港，每艘船上有1000张病床，上面拥有所有的医疗抢救设施，每艘船相当于一个雷神山医院。这场人类对病毒的战争，让美国露出了不少暗牌。按美国这个储备，谁也没能想到美国拥有这么多医疗军舰。这些医疗舰明显就是为了远距离大规模作战准备的。如果不是这次病毒战，谁能想到美国的拥有如此大的作战储备。看来全世界太平还存在着大量隐患。,chinese,False
【#你好，明天#】战疫进入攻坚期，一线医护没有立下生死状，却早已直面生死。他们值得更好的呵护。带病者不上阵，疲惫者能休息，紧张的神经能及时松松绑，是应该守住的底线。说到底，“逆行者”可以无畏，但保障绝不能缺位。打赢这场硬仗，讲情怀更要重规律。 ​​​​,chinese,True
#辽宁新增1例新冠肺炎#新增丹东1例，据说是国外回来的 ​​​​,chinese,False
#喷酒精着火# 武汉一小区业主喷酒精给房租消毒遇明火燃烧爆炸，使用酒精消毒要当心啊#武汉加油##万众一心打赢疫情防控阻击战# O网页链接 ​​​​,chinese,False
【国家卫健委：#新冠肺炎英文简称NCP#】#国务院联防联控机制发布会#，新闻发言人介绍新型冠状病毒感染的肺炎统一称谓为“新型冠状病毒肺炎”，简称“新冠肺炎”，英文名为“Novel coronavirus pneumonia”，简称为“NCP”。 L人民日报的微博视频 ​​​​,chinese,True
【#一组数据看北京战疫#】自6月13日起，北京已对35.6万重点人员进行核酸检测；北京全市日均采样约40万人；近10万名社区（村）工作者投入抗疫工作；19家市属医院、100名医务人员先后前往地坛医院支援…#疫情下的北京行动#↓↓转，不松劲儿，加油！ ​​​​,chinese,True
吴好运，男，1958年6月生于四川省北川县，出生的第二年中国发生了三年自然灾害，饿了三年肚子的他慢慢长大了，然而他的父母却死于饥饿，1976年，17岁的他考入了华北煤炭医学院（唐山），1976年7月27日他从四川到学校报到，第二天，发生了唐山大地震，他在倒塌的房子下幸运地活了下来，2003年调入广州市第一人民医院，刚刚上班，非典爆发，2008年5月10日，他回家乡北川祭祖，还没来得及走，遇上了汶川大地震，2020年1月，调入武汉市中心医院，遇上了新冠肺炎，身为医生的他上了前线，1月27日被感染住院，2月23日病愈出院，前往福建泉州妻子处养病，入住欣佳宾馆隔离14天，3月7日晚，欣佳宾馆塌了，他没有躲过这次的追杀，享年62岁！你看这爹妈起的名字倒霉催的,chinese,False
【患难见真情！#国外援助中国抗疫物资清单#】截至3月2日，共有#71个国家9个国际组织向中国捐赠物资#。根据公开报道，整理清单如下↓↓这份情谊，我们铭记在心！ ​​​​,chinese,True
#英国新冠肺炎患者边咳边劝# 女子大闹机场拒绝安检，大骂民警：下三滥。我以后不来中国了！我不想跟你们这些人说话，太掉价了！ L专员蜀黍的微博视频 ​​​​,chinese,False
【#90后护士在防护服上画漫画#  网友：#那批喜欢画校服的学生长大了#！】92年出生的吴思容是中南大学湘雅医院第三批援鄂医疗队队员，也是武汉协和医院湘雅病房的“抗疫漫画师”。在酒店轮休的时候，她根据大家的性格，在队友们的隔离防护服背后画上漫画，给大家加油鼓劲，也让隔离衣提升辨识度。（潇湘晨报）,chinese,True
【#民航局发第二份熔断指令#】7月1日，民航局发出自《民航局关于调整国际客运航班的通知》发布以来的第二份“熔断指令”，决定自7月6日起暂停四川航空埃及开罗至成都3U8392航班运行1周。　　6月27日，四川航空埃及开罗至成都的3U8392航班上6位旅客新冠病毒核酸检测呈阳性，民航局根据6月4日发布的《民航局关于调整国际客运航班的通知》有关规定，决定对四川航空实施航班熔断措施，自7月6日起，暂停四川航空该航线航班运行1周，并要求熔断的航班量不得用于其他航线。　　自《民航局关于调整国际客运航班的通知》发布后，6月11日南航CZ392孟加拉达卡至广州航班发现17位旅客新冠病毒核酸阳性，民航局决定对该航班采取熔断措施，自6月22日起，暂停该航班该航线运行4周，这是民航局开出的第一份“熔断指令”。,chinese,True
#世纪明德# #北京# #北京身边事# #北京疫情# 目前，进京出京这些高速已封闭，大家出行注意 ​​​​,chinese,False
【广东省商务厅：#第127届广交会将不会如期举办#】3月23日，广东省政府新闻办举行发布会，发布会上，对于第127届广交会将延后举行的传言，省商务厅副厅长马桦表示，考虑目前全球疫情发展态势，特别是境外疫情输入风险较高，第127届春季广交会确定不会在4月15日如期举办。接下来，广东会综合评估疫情形势，积极向国家有关部门提出建议。O广东省商务厅：第127届广交会将延期举行,chinese,True
吴好运，男，1958年6月生于四川省北川县，出生的第二年中国发生了三年自然灾害，饿了三年肚子的他慢慢长大了，然而他的父母却死于饥饿，1976年，17岁的他考入了华北煤炭医学院（唐山），1976年7月27日他从四川到学校报到，第二天，发生了唐山大地震，他在倒塌的房子下幸运地活了下来，2003年调入广州市第一人民医院，刚刚上班，非典爆发，2008年5月10日，他回家乡北川祭祖，还没来得及走，遇上了汶川大地震，2020年1月，调入武汉市中心医院，遇上了新冠肺炎，身为医生的他上了前线，1月27日被感染住院，2月23日病愈出院，前往福建泉州妻子处养病，入住欣佳宾馆隔离14天，3月7日晚，欣佳宾馆塌了，他没有躲过这次的追杀，享年62岁！你看这爹妈起的名字[发呆]倒霉催的[尴尬] 2廊坊·燕郊,chinese,False
【#人民锐评#：#蓬佩奥班农#，真是一对撒谎成性的活宝】新冠病毒是否来自实验室早有共识。为何有那么多科学家和专业机构摆出事实，却犹如对牛弹琴？答案很简单，蓬佩奥们知道自己在说谎，他们也知道国际社会知道他们在说谎，但就是硬着头皮一直撒谎，不如此就找不到理由攻击中国，不如此也无法转嫁矛盾，不如此更不能捞取政治私利。人格破产的政客，说什么都没有公信力；烂招迭出的政客，最终一定自食其果。蓬佩奥、班农之流，在撒谎路上跑得越欢，留给这个世界的笑料就会越多。O网页链接,chinese,True
【人民锐评：#湖北加油喊出来更要做出来#】27日，多段视频显示，#湖北黄梅江西九江省界起冲突# ，有人员被推搡在地。两地有关部门已介入。“一座九江城，半城黄梅人。”不管是何原因，冲突总让人遗憾，不应该发生，更不能因此而使两地群众产生隔膜。湖北人民为打赢疫情防控阻击战付出了极大努力、作出了重大贡献。连日来，社会各界全力呼吁接纳湖北务工人员。但也不可否认，个别地方个别人员有意无意给湖北务工人员返程返岗设置障碍，甚至戴着有色眼镜对待湖北人员。“湖北加油”不能只是在嘴上说说 。在湖北解除离鄂管控后，仍处处提防和限制湖北人员，这是一种伤害。“兄弟敦和睦，朋友笃信诚。”在抗疫中，全国各地与湖北人民结下了兄弟般友谊；在湖北人民返岗时，同样应展现出和睦信诚的融洽关系，原因很简单，湖北人民是我们的同胞！O网页链接,chinese,True
#全民315#【中消协：#疫情期间涉口罩类投诉占43%#】据中消协15日消息，2020年1月20日至2月29日，全国消协组织共受理涉疫情消费者投诉180972件。按商品和服务类别分，涉及口罩类投诉79368件，占比43.86%；蔬菜粮油类投诉15039件，占比8.31%；餐饮服务类投诉13829件，占比7.64%；网络购物类投诉10139件，占比5.60%；出行服务类投诉9067件，占比5.01%。O中消协：疫情期间涉口罩类投诉占总受理投诉量...,chinese,True
【#你好，明天#】今天，武汉大学举办了一场特殊毕业典礼：为牺牲烈士与逝世同胞默哀，是向生命致敬的最后一课；承诺明年樱花季设立医护专场，是珞珈山下庄重的感恩之约。战疫终获凯旋，学子们的人生路正在铺展。2020届毕业生注定不平凡，别离的笙箫响起，从此山高路远；背负家国情怀，愿能不负期许。 ​​​​,chinese,True
【#世卫称世界疫情震中仍在美洲#，#世卫提醒一些国家走在错误的方向#】7月13日，世卫组织总干事谭德塞表示，当前各国抗疫效果大相径庭，世界疫情的“震中”仍然在美洲。一些国家走在错误的方向，应对疫情必须坚持基本公共卫生防控措施。12日各国向世卫组织报告确诊病例超过23万，其中80%的病例来自新增病例最多的10个国家，约一半的病例来自美国和巴西。（张朋辉）L中报视频的秒拍视频,chinese,True
【#伊朗累计确诊新冠肺炎升至1501例#，#伊朗高级官员因感染去世#】据外媒报道，伊朗卫生部发言人贾汉普尔3月2日在国家电视台宣布，过去24小时伊朗境内新增新冠肺炎感染者523例，累计例1501，新增12例死亡，累计达66例。另据伊朗塔斯尼姆通讯社及多家外媒报道，3月2日上午伊朗最高领袖哈梅内伊的顾问委员会一名官员因感染新冠肺炎去世。这名官员是伊朗确定国家利益委员会的成员赛义德·穆罕默德·米尔穆罕默迪，现年71岁，当天上午因救治无效在德黑兰一家医院去世。有媒体指出，他是该国因新冠肺炎去世的最高级别官员。（周輖）,chinese,True
【#成都援鄂医护婚姻登记不需预约排队#】据@成都民政 ，从5月18日起，#成都开设援鄂医护婚姻登记绿色通道#。只要您是成都援鄂医务人员，带上您的抗疫相关工作证明和婚姻登记资料，领着您的新娘/新郎，到婚姻登记处，不用预约，不用排队，快速办理完结。网友：这个可以有~ ​​​​,chinese,True
【转存！《抗击新冠肺炎疫情的中国行动》白皮书】真实记录中国抗疫艰辛历程的重要文献！中国国务院新闻办公室7日发布《抗击新冠肺炎疫情的中国行动》白皮书。#抗击疫情的中国行动白皮书全文#↓↓ °《抗击新冠肺炎疫情的中国行动》白皮书 ​​​​,chinese,True
【#比尔盖茨批美国新冠检测结果出得慢#：完全是浪费】据美国消费者新闻与商业频道（CNBC）报道，美国微软公司联合创始人比尔·盖茨在当地时间7月28日播出的美媒采访中表示，美国大多数新冠病毒检测“完全就是浪费”，因为民众要花很长时间才能拿到检测结果，无法及时采取措施防止病毒传播。O比尔·盖茨批美国新冠检测结果出得慢：完全就...,chinese,True
#武钢# 武钢董事长邓琦琳不是应该在坐牢吗？怎么在香港到处传播病毒？确诊肺炎！这是谣言还是被肺炎抓住的贪官！ 2青岛 ​​​​,chinese,False
【#你好，明天#】“中国：我们发现一种新病毒，这种病毒很危险。美国：流感而已。”一段#中美疫情对比视频引海外热议#。先是自以为是的傲慢，后有深入骨髓的偏见，轻视疫情必被疫情报复；明明抗疫不力，却拼命甩锅，不知省思必会付出代价。“闭眼难见三春景，出水才看两腿泥。”狂悖者，难长久！L微丢的微博视频,chinese,True
希望就在眼前…我期待着这一天早点到来。一刻都等不及了…西安学校开学时间：高三，初三，3月2日开学，高一，高二，初一，初二，3月9日开学，小学4一6年级，3月16日开学，幼儿园，小学1一3年级，大学，职校继续延时，直至疫情消除。市政府会议精神，3月16日居民出行正常化，17日公交正常化，18日逐步企业生产和市场经营正常化，22日重点场所正常化，25日机场、高速、动车、国道正常化。,chinese,False
【人民直播：#国务院联防联控机制发布会#】国务院联防联控机制定于5月19日15时召开新闻发布会，介绍#新冠肺炎疫情防控国际合作与交流#工作情况，请有关专家回答媒体提问。@人民日报 现场直播↓↓转发关注！ L人民日报的微博视频 . ​​​​,chinese,True
【正在直播！《抗击新冠肺炎疫情的中国行动》白皮书发布】6月7日上午10时，国务院新闻办公室将发布《抗击新冠肺炎疫情的中国行动》白皮书，并举行新闻发布会介绍白皮书有关情况并答记者问。人民日报正在直播↓↓转发关注#抗击疫情的中国行动白皮书#！ L人民日报的微博视频 . ​​​​,chinese,True
"【#湖北新增196例新冠肺炎#，#湖北累计报告新冠肺炎67103例#】2020年3月1日0—24时，全省新增新冠肺炎确诊病例196例，其中：武汉市193例、荆门市2例、荆州市1例，其他14个市州均为0例。全省新增病亡42例，其中：武汉市32例、荆州市2例、荆门市2例、孝感市2例、黄石市1例、鄂州市1例、黄冈市1例、天门市1例，十堰市、襄阳市、宜昌市、咸宁市、随州市、恩施州、仙桃市、潜江市、神农架林区均为0例。全省新增出院2570例，其中：武汉市1958例、孝感市182例、黄冈市89例、荆州市62例、咸宁市38例、襄阳市35例、黄石市32例、随州市30例、鄂州市30例、宜昌市29例、仙桃市23例、天门市22例、荆门市18例、十堰市18例、潜江市3例、恩施州1例、神农架林区0例。截至2020年3月1日24时，湖北省累计报告新冠肺炎确诊病例67103例，其中：武汉市49315例、孝感市3518例、黄冈市2905例、荆州市1580例、鄂州市1391例、随州市1307例、襄阳市1175例、黄石市1014例、宜昌市931例、荆门市927例、咸宁市836例、十堰市672例、仙桃市575例、天门市496例、恩施州252例、潜江市198例、神农架林区11例。全省累计治愈出院33757例,其中：武汉市21185例、孝感市2397例、黄冈市2260例、荆州市1096例、襄阳市885例、随州市865例、鄂州市814例、咸宁市730例、黄石市729例、荆门市622例、宜昌市535例、仙桃市461例、十堰市459例、天门市393例、恩施州193例、潜江市122例、神农架林区11例。全省累计病亡2803例，其中：武汉市2227例、孝感市120例、黄冈市116例、鄂州市48例、荆州市48例、随州市40例、荆门市39例、黄石市35例、襄阳市34例、宜昌市31例、仙桃市19例、天门市14例、咸宁市12例、潜江市9例、十堰市7例、恩施州4例、神农架林区0例。目前仍在院治疗26901例，其中：重症5646例、危重症1226例，均在定点医疗机构接受隔离治疗。现有疑似病例527人，当日新增80人，当日排除199人，集中隔离527人。累计追踪密切接触者267585人，尚在接受医学观察32143人。",chinese,True
#北京近11日新增236例#【#北京6月11日以来累计确诊236例#】6月11日0时至6月21日24时，北京累计报告本地确诊病例236例，在院236例。共同战疫，北京加油！ ​​​​,chinese,True
【“龙江”有爱！#1533位黑龙江援鄂医务人员全名单#】1533位逆行者，#每个名字都闪闪发亮#！转发致敬！ ​​​​,chinese,True
